final_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
susah login berat pakai,1,1,4.0.4,2020-12-18 09:43:36,,
tidak informasi fasilitas,1,0,4.0.4,2020-12-18 01:53:48,,
busuk buruk bodoh bikin pasword mati tidak memanage buah dng tidak bikin bodoh sdg reset berkali2 jg tidak bikin emosi,1,0,,2020-12-17 18:54:24,,
jangan abal2 tidak login ambil data doang ni,1,2,4.0.4,2020-12-17 11:52:26,,
error tidak fungsi,1,1,4.0.4,2020-12-16 03:10:27,,
sedih penguna kelas maskapai citilink eror down calon tumpang bingung lihat bijak prosedur berangkat kiblat konfirmasi memvalidasi hinga verifikasi tumpang ranting bintang bukti ayoolah banguun citilink,1,1,4.0.4,2020-12-15 08:18:37,,
,5,0,,2020-12-14 10:01:23,,
pakai heran crash login web garuda miles tidak login web citilink sial log out login susah kadang suka crash,2,7,4.0.3,2020-12-14 05:59:02,,
tidak login akun bikin akun sandi trdapat huruf kasih huruf angka kasih huruf angka karakter unik kasih unik variasi aduh maskapai,1,1,,2020-12-14 04:51:39,,
gagal trus log alas masuk akal password salah direset berkali2 buang2 kuota download gimana rugi perintah buang uang rakyat ciptain sistem gagal konsumen,1,2,4.0.3,2020-12-12 21:25:42,,
mesan hilang padahala terbang cek d web d nggk payah banget si,1,0,4.0.3,2020-12-12 21:04:20,,
oke,5,0,3.1.8,2020-12-11 13:05:05,,
bagus,5,0,,2020-12-11 11:51:17,,
extra bagasi pilih kursi icon2nya klik atuhlah maskapai bagus gin banget,2,2,4.0.3,2020-12-11 05:30:33,,
mantap untung,5,0,4.0.3,2020-12-10 22:58:03,,
allah voucherku hilang gara voucher 1 4jt ilang tanggung citilink kena refound bentuk voucher eh gara tanggung 1 4 jt bukan uang,1,2,,2020-12-09 16:44:13,,
tidak login susah bangat pakenya pesawat kalah ojek wkwkwk,1,0,4.0.3,2020-12-09 03:43:54,,
aneh saran jangan kecewa,1,0,4.0.0,2020-12-08 23:49:43,,
jangan kya sampah gin,1,0,4.0.3,2020-12-08 21:50:58,,
model nih kali login tidak pdhal member citilink,1,0,4.0.3,2020-12-08 12:13:03,,
mgentot tidak,1,0,,2020-12-08 12:10:34,,
tidak login sampe ulang ulang reset password tidak login gilir bikin akun pake email dipake pas login pake email invalid kecewa banget,1,3,4.0.3,2020-12-08 05:50:54,,
sampah tidak login ganti pasword 5x ttp tidak login,1,0,4.0.3,2020-12-06 08:29:41,,
error trus banding,1,0,4.0.3,2020-12-06 02:29:40,,
tidak tidak login,1,0,4.0.3,2020-12-04 11:32:29,,
susah loginnya,1,0,,2020-12-04 10:43:02,,
baca riview nyata emng error banget pergi pakai voucher bayar error mulu tidak manfaat voucher dpt bukan gratis tiket lebaran kena imbas covid tidak gilir voucher dipake error resiko ganti rugi pakai voucher pakai sewaktu2 tidak rugi,1,1,,2020-12-03 23:28:00,,
min tidak login daftar daftar tera terang daftar aj tidak,5,0,4.0.3,2020-12-03 17:13:50,,
parah ni bolak reset tidak masuk ribet pakai aplikaso ni belum bikin aplikaso kasih tulis beta jangan rilis dlu,1,0,2.1.4,2020-12-03 15:40:42,,
tidak login tanpa notifikasi gagal login email password sesuai kecewa,1,1,4.0.3,2020-12-03 06:08:14,,
bagus,5,0,3.1.8,2020-12-03 05:59:11,,
tiket citilink mahal tidak kyk dlu pake rapid test beli,1,2,4.0.3,2020-12-03 04:04:45,,
tidak muncul pesan tiket,4,0,,2020-12-03 01:13:02,,
tidak login group maskapai loh loh,1,0,3.1.7,2020-12-02 13:30:13,,
parah 9x ganti pasword tidak log aneh gagal males daftar akun buka tidak,1,0,4.0.3,2020-12-02 03:39:13,,
tidak si masuk tidak reset password g voucer tiba2 tidak g banget,1,2,4.0.3,2020-12-01 03:36:36,,
kualitas mantap,5,0,4.0.3,2020-11-29 14:20:35,,
bagus,5,0,4.0.3,2020-11-29 13:48:30,,
baca review nyata tidak login reset password bikin akun email tetep tidak login kacau citilink turun 1,1,4,4.0.3,2020-11-28 23:44:48,,
sukses,5,0,4.0.3,2020-11-28 10:37:21,,
can not use,1,0,,2020-11-27 12:33:00,,
sesal download pesan tiket habis pesan bayar tiket g kunjung kirim email lot belit orang bilang bikin emosi bener banget kesel banget make ni masuk mesti log tidak profesional an,1,9,4.0.0,2020-11-27 11:02:54,,
dongo bin goblog sulit customer mesen bikin ribet error mulu,1,0,4.0.3,2020-11-27 09:16:01,,
buruk,1,0,,2020-11-27 08:40:21,,
error mulu bayar ribet,1,0,4.0.3,2020-11-27 06:15:38,,
ngelag mulu trus tidak masuk email pemberitahuan kode booking buka gilir d buka error mulu,2,1,4.0.3,2020-11-27 00:36:25,,
lot coba,1,0,4.0.3,2020-11-26 05:08:27,,
ngga payah proses belit belit ujung2nya error kagak bintang 1 ngga layak,1,3,4.0.3,2020-11-26 03:02:16,,
kaya abal2 login susah ampun tidak bikin bagus,1,0,,2020-11-25 14:00:31,,
error tidak pakai bagus versi konsumen tidak butuh fitur macam2 pesan tiket update apkikasi kaya gin,1,3,4.0.3,2020-11-24 07:58:48,,
sampahh bgtt beda garudaa,1,0,4.0.3,2020-11-23 17:09:36,,
2x update msh tidak dbuka,1,0,4.0.3,2020-11-22 17:13:35,,
kedala login restar password tidak mohon,1,0,4.0.3,2020-11-22 15:15:43,,
kecewa layan citilink beli tiket voucher uang tidak 75 pakai beli tiket pake voucher eror mulu pas bayar website tidak kotak input masuk kode voucher telpon customer service 5x tidak solusi login kali kali layan mu kayak gin parah,1,14,4.0.3,2020-11-21 10:54:22,,
satu2nya rempong belit belit layan tiket bikin consumer kapok beli tiket citilink gitu respon lammaa banghet lo pikir beli tiket pakai daun goblog,1,4,4.0.3,2020-11-21 03:57:22,,
mudah kaya lot susah paham upgrade,2,0,,2020-11-20 13:31:38,,
layan parah,1,0,,2020-11-20 12:01:26,,
parah tidak,1,0,4.0.3,2020-11-20 07:04:54,,
tidak login,2,0,4.0.3,2020-11-20 01:17:11,,
bug always logout account always incorrect password so you must reset password and login again but after that will incorrect password again so you must reset again,1,0,4.0.0,2020-11-18 16:40:42,,
kali regristrasi login tidak kemarin login tidak,2,0,4.0.3,2020-11-18 12:21:41,,
belum masuk reset password,1,0,4.0.3,2020-11-18 11:51:44,,
jelek bagus tidak login lelet,1,0,,2020-11-18 09:30:56,,
buruk tidak sempurna citilink bangkrut bayar orang it ngak sangup moga baca ganggu laku terbang pbelian bagasi,1,0,,2020-11-18 08:08:07,,
kendala bolak login mumet perhati,1,0,4.0.3,2020-11-18 04:04:03,,
tidak daftar pas masuk kode salah bangke,1,0,4.0.3,2020-11-16 17:51:45,,
tidak login resmi tidak sih,1,0,4.0.0,2020-11-15 08:11:11,,
wajar bintang 1 login susah ribet padhal email password bilang error smpai 3 akun hnya login citilink tidak parraahh,1,1,,2020-11-15 07:11:26,,
lelet ndak masuk login nyalahin password melulu citilink akun,1,0,4.0.0,2020-11-15 07:04:44,,
batalin terbang cuman 70 gaak jelaas,1,0,,2020-11-14 13:09:31,,
citilink dak jalur pontianak,1,0,4.0.0,2020-11-14 12:25:31,,
error susah login,1,0,4.0.0,2020-11-14 06:48:26,,
tidak login password reset ulang pass hasil,1,0,4.0.0,2020-11-14 05:33:01,,
lot bos tinggal bayar susah banget,1,0,4.0.0,2020-11-14 04:20:09,,
baancii susah lot mnding mahal dikit tidak ribet kayak gin,1,0,4.0.0,2020-11-14 02:26:28,,
susah login,2,0,4.0.0,2020-11-13 17:02:22,,
tiket citilink gimana,2,0,3.1.8,2020-11-13 10:47:50,,
bikin parah bener lelet pas pilih orang tidak grr bener bener nguras emosi,1,0,4.0.0,2020-11-13 03:36:09,,
akun tidak login ulang ulang kali coba ganti password harap,1,0,4.0.0,2020-11-12 11:51:40,,
error tidak login 3,1,0,4.0.0,2020-11-12 01:11:22,,
susah banget login usaha terbang lho bukan toko kelontong kualitas abal2,1,2,4.0.0,2020-11-12 01:05:10,,
tidak daftar logiinn yaa,3,0,4.0.0,2020-11-11 23:22:40,,
pass susah kali lau bener 2 no 1 salah emang tidak tidak bagus traveloka,1,0,4.0.0,2020-11-11 16:45:34,,
suruh login boarding pass sempet susah buka tidak konfirmasi email tiket beli mesti sigap screenshot tiket boarding pass laku mesan check,2,3,3.1.7,2020-11-11 09:57:53,,
buruk tak registrasi,1,0,4.0.0,2020-11-10 07:00:58,,
login jangan login kali kali,2,0,3.1.8,2020-11-09 04:05:48,,
susah login username password sesuai reset hasil ganti password pas login tidak ruwet,1,3,4.0.0,2020-11-09 01:28:14,,
proses wkt 60 hr tenggang wkt customer service smp tidak jasa mw bangkrut bangkrut ja jng smp rugi konsumenya customer service d tlp susah amit2 bre k ni citilink maskapai milik ri tipu rakyat ri,1,6,4.0.0,2020-11-08 16:00:35,,
layan citilink muas,5,0,4.0.0,2020-11-07 11:28:10,,
tidak masuk akun adminnya cepet donk,1,0,3.1.7,2020-11-07 06:51:38,,
ancur banget hbis bayar g dpt kode booking,1,0,3.1.8,2020-11-06 14:32:04,,
tidak buka trs,1,0,,2020-11-06 09:07:54,,
sumpah parah banget layan citilink proses sampe 1 ko citilink,1,2,,2020-11-04 08:38:32,,
kali masuk masuk email pass capek ketik mohon,2,6,3.1.8,2020-11-04 00:12:58,,
susah ampun lelett bagus,2,0,3.1.8,2020-11-03 17:55:30,,
bangke lemoot parah login susah search2 tiket pas pilih login kadaluarsa suruh login ulang tidak suruh login pas buka apps menu belum tidak pake tombol back hape musti tombol back bayar jg susah 12 digit kodebayarnya tidak kirim via email parah maskapai bumn,2,26,3.1.8,2020-11-03 07:21:51,,
tidak login kapqn,1,0,3.1.8,2020-11-02 11:50:04,,
bagus apl,4,0,3.1.6,2020-11-02 07:04:44,,
lebiih mudah murah,5,0,,2020-10-31 08:28:47,,
tidak masuk bolak2 tutup tidak,1,0,3.1.8,2020-10-31 07:10:59,,
bagus,4,0,3.1.6,2020-10-31 06:03:15,,
blm2 jga nunggu abad please guys jangan pake citilink,1,0,3.1.8,2020-10-31 04:58:03,,
keren,5,0,,2020-10-30 17:32:17,,
better fly citilink lambat berat parah belum,1,1,3.1.8,2020-10-30 11:45:43,,
gmna bayar kode belum kluar,1,1,3.1.8,2020-10-30 07:39:17,,
bad respon lambat cant change personal info so bad,1,0,3.1.8,2020-10-30 02:12:11,,
syukur banget dpt mudah banding harga sgt murah pas banget ken beli tiket pesawat uang pas pas bayar via ovo moga lancarr,5,6,3.1.8,2020-10-28 16:59:25,,
bayar lunas shopeepay skrg kode booking tidak info bantu,1,0,3.1.8,2020-10-28 08:07:24,,
harga jangkau beli,5,0,,2020-10-28 07:39:04,,
tidak menu ubah jadwal telvon customer service ngak angkat,1,0,3.1.8,2020-10-28 03:15:09,,
tidak pakai pesan tiket indonesia,1,0,3.1.8,2020-10-28 01:35:06,,
wadduuh lelet tidak habis2 bolak masukkin id ma password plus tidak monitor tanggap keluh pliis deeh benahin monitor tanggap keluh mohon maaf ratingnya tak turunin sedih,1,6,3.1.8,2020-10-27 07:37:51,,
hasil bayar status hold sih potong loh atm bukti trf,1,0,,2020-10-26 15:42:37,,
bayar bilang belum bayar e ticket tidak kecewa uang gimana min tanggung uang,1,2,3.1.8,2020-10-26 09:40:01,,
uji sabar fitur lelet bukan krn akses internet yaa krn kelas citilink layan parahh s mpah lihat kembang trims,1,2,3.1.8,2020-10-26 03:14:54,,
kacau malu2in indonesia,1,0,,2020-10-25 23:22:53,,
tidak buka yah,1,0,3.1.8,2020-10-25 15:32:43,,
puas pokokny gw terbang bersaama citilink,5,0,3.1.8,2020-10-25 06:54:22,,
2 susah daftar alesan sistem,2,0,3.1.8,2020-10-25 03:21:08,,
tidak sulit edit data profile,3,0,3.1.8,2020-10-24 03:12:01,,
logout otomatis bolak login,2,1,3.1.8,2020-10-23 23:21:25,,
tidak login bang,1,0,3.1.7,2020-10-23 13:34:24,,
kurang friendly kembang mudah paham jalan simpan user pasword biar tidak nolak masuk simpan nama user booking poin voucher tarik langgan setia,2,15,3.1.8,2020-10-23 12:18:12,,
langsung manfaat,5,0,3.1.6,2020-10-23 11:48:02,,
doyan error nih,1,0,3.1.8,2020-10-23 04:51:21,,
login beli tanpa loginpun eror pakai,1,1,3.1.8,2020-10-23 04:44:50,,
jos,4,0,3.1.7,2020-10-23 04:26:31,,
keluh tulis susah login,1,0,3.1.8,2020-10-22 14:58:28,,
tingkat moga sukses,5,0,,2020-10-22 14:01:23,,
mantap,5,0,3.1.7,2020-10-22 04:10:58,,
buka langsung upgrade tetep,1,0,,2020-10-22 01:27:20,,
maskapai bapuk gin,1,0,3.1.8,2020-10-21 18:30:33,,
,5,0,3.1.7,2020-10-21 11:10:45,,
password salah trus pdahal sudh ganti,2,0,3.1.7,2020-10-21 09:55:21,,
seriing transaksi whitscreen relogin nama tidak tersave imput ulang tidak sesuai nyata layan live chat kurangembantu,2,0,3.1.7,2020-10-20 18:05:26,,
servis bagus,5,0,3.1.7,2020-10-20 11:29:35,,
bagus perfect great,5,0,,2020-10-20 06:56:53,,
1 login ulang ulang 2 bayar gagal 3 lot 4 gagal proses,1,0,3.1.7,2020-10-20 01:49:54,,
tai tidak login dah uda pake 2 akun tidak login,1,0,3.1.7,2020-10-18 13:07:03,,
murah nyaman nyaman,5,0,3.1.7,2020-10-17 11:41:29,,
mayan,3,0,3.1.5,2020-10-17 11:37:29,,
tidak bagus bnyak errornya edit profil tidak tidak,1,2,3.1.7,2020-10-17 11:34:08,,
oke,5,0,,2020-10-17 01:06:08,,
muas,5,0,3.1.7,2020-10-16 23:29:18,,
nice,5,0,,2020-10-16 17:06:48,,
a nj ng tidak login susah kali tampil tidak,1,1,3.1.7,2020-10-16 14:51:19,,
bagus,5,0,3.1.7,2020-10-16 04:05:24,,
tidak masuk,2,0,3.1.7,2020-10-15 07:32:47,,
tidak login email password coba garudamiles hasil error,2,1,3.1.7,2020-10-14 15:45:06,,
bagus,5,0,3.1.7,2020-10-14 13:06:00,,
oke,5,0,3.1.7,2020-10-14 11:43:55,,
oke,5,0,3.1.7,2020-10-14 07:13:45,,
jelek banget sumpah cari terbang relogin lot apps,1,3,3.1.7,2020-10-14 06:38:10,,
kimak login tak sambung server,1,0,3.1.7,2020-10-13 16:25:40,,
oke deh,5,0,,2020-10-13 12:09:16,,
admin it s better if you include deparature gate and arrival gate at the ticket so wo know where we head to thanks,4,0,3.1.7,2020-10-13 04:12:05,,
,5,0,3.1.7,2020-10-13 02:37:14,,
tidak login parah,1,0,,2020-10-13 00:40:12,,
oke,4,0,3.1.7,2020-10-12 12:36:26,,
bagus,5,0,3.1.7,2020-10-12 12:23:08,,
susah daftar,4,0,3.1.7,2020-10-12 09:18:53,,
susah masuk,1,0,3.1.7,2020-10-12 08:08:19,,
error tidak login,1,0,3.1.7,2020-10-12 03:20:07,,
login muncul warna merah tutup,1,0,3.1.7,2020-10-11 17:30:12,,
tidak login padahl daftar member eror tutup iya beli tiket mikir jadiny,1,2,3.1.7,2020-10-11 15:33:06,,
bagus,5,0,3.1.7,2020-10-11 10:33:37,,
susah login error mulu,3,0,,2020-10-11 02:29:30,,
tdak login masuk gia,1,0,3.1.7,2020-10-10 13:43:32,,
performa rentan error login akun gagal email pw appnya terima kasih,1,6,3.1.7,2020-10-10 11:12:57,,
lumayan yaa,4,0,3.1.6,2020-10-10 11:00:55,,
bagus,5,0,3.1.7,2020-10-10 10:55:35,,
mudah kadang lambat akses,4,0,3.1.7,2020-10-10 09:36:11,,
best,5,0,3.1.7,2020-10-10 09:09:39,,
cepat,5,0,3.1.7,2020-10-10 06:51:08,,
mantap,4,0,,2020-10-10 05:35:09,,
mantap,5,0,3.1.7,2020-10-10 04:30:19,,
overall still bagus tingkat terimakasih,5,0,3.1.7,2020-10-10 03:30:03,,
,5,0,3.1.7,2020-10-10 03:01:49,,
ea perintah update buka playstore ngk tombol update,3,0,3.1.7,2020-10-10 01:01:00,,
beli tiket murah booking bayar nggk dpt e ticket kirim email,5,1,3.1.7,2020-10-10 00:30:56,,
oke,5,0,3.1.7,2020-10-09 16:23:57,,
mantab,5,0,,2020-10-09 10:20:23,,
error,1,0,3.1.7,2020-10-09 09:58:24,,
bagus enak,5,0,3.1.7,2020-10-09 09:24:54,,
uda gabisa login server erorr,1,0,3.1.7,2020-10-09 09:20:35,,
top,5,0,3.1.7,2020-10-09 09:00:30,,
pasu password aktivasi sulit password masuk tidak aktivasi,2,0,2.1.5,2020-10-09 04:08:11,,
hubung milleage garuda milleage belum terbang citilink,4,0,3.1.7,2020-10-09 02:58:27,,
mudah cepat,4,0,3.1.7,2020-10-08 23:27:32,,
mantap manji,5,0,,2020-10-08 16:22:17,,
uninstall erorr nnti donlod,1,0,,2020-10-08 14:46:32,,
daftar pakai email sandi pas log username password salah reset password kali kali pas login salah pakai dana kemarin error mulu,2,4,3.1.7,2020-10-08 13:21:22,,
tidak login garuda miles password login garuda update pas masuk playstore versi,1,0,3.1.7,2020-10-08 09:41:47,,
terima kasih bantu,5,0,3.1.7,2020-10-08 08:04:26,,
login akun tidak smua smpai reset password ttp tidak tidak kode booking brp,1,1,3.1.7,2020-10-08 07:05:16,,
bgini bayar tiket kode boking tiket skali tidak kirim email nmor hp daftar email tpi login slalu error layan,1,3,3.1.7,2020-10-08 06:22:25,,
bgts error relogin habis blank layar putih deegghh,1,0,3.1.7,2020-10-08 06:19:24,,
buruk tidak,1,0,3.1.7,2020-10-08 06:17:47,,
tidak log password bener gw ngalah reset password nyata reset password tidak log jg,1,4,3.1.7,2020-10-08 04:38:48,,
bagus,4,0,3.1.7,2020-10-08 02:19:46,,
mantap,5,0,3.1.7,2020-10-08 01:57:17,,
ndak buka,1,0,,2020-10-07 23:34:06,,
mantab,5,0,3.1.7,2020-10-07 15:11:53,,
update tidak login ganti password,1,0,,2020-10-07 09:26:51,,
susah login,1,0,3.1.7,2020-10-07 04:40:27,,
susah proses payment,1,3,3.1.7,2020-10-07 04:39:33,,
update menu normal,5,0,3.1.7,2020-10-06 23:47:05,,
mantap,4,0,3.1.7,2020-10-06 13:50:19,,
update tidak login masuk email password,1,0,3.1.7,2020-10-06 12:28:06,,
tidak login email password,3,0,,2020-10-06 09:03:07,,
login rubah pasword miles belum mohon sempurna,2,2,3.1.7,2020-10-06 05:27:48,,
oke,5,0,3.1.7,2020-10-05 17:02:33,,
puas layan citilink harga tiket murah,5,0,3.1.7,2020-10-05 16:13:20,,
mudah murah ramah,5,0,3.1.7,2020-10-05 12:56:07,,
login tidak bisa2,1,1,3.1.7,2020-10-05 09:01:47,,
layan citilink puas,5,0,3.1.7,2020-10-05 06:26:39,,
bagus,5,0,3.1.7,2020-10-05 04:36:18,,
best,5,0,3.1.7,2020-10-05 04:04:26,,
ganggu register garuda miles,2,0,3.1.7,2020-10-05 03:27:42,,
pas daftar member eror baharu appstore tidak baharu,1,1,3.1.7,2020-10-05 02:38:42,,
tidak daftar,1,1,3.1.7,2020-10-05 01:55:47,,
sebenernya beli tiket kendala kmrn tinggal bayar nomer transfer tidak muncul2 loading trs besok2nya coba msh gt jg,1,2,3.1.7,2020-10-04 11:31:31,,
bagus,5,0,3.1.7,2020-10-04 11:06:00,,
mudah beli tiket pesawat,5,0,3.1.7,2020-10-04 09:11:38,,
bagus bagus,5,0,3.1.7,2020-10-04 05:12:36,,
ngga login,1,0,3.1.7,2020-10-04 04:56:33,,
simpel,5,0,3.1.7,2020-10-04 03:18:45,,
mantap,4,0,3.1.7,2020-10-03 22:32:52,,
g,1,0,3.1.7,2020-10-03 21:01:10,,
bantu dngn,5,0,3.1.7,2020-10-03 16:19:31,,
,5,0,3.1.7,2020-10-03 12:40:46,,
tidak login,2,0,3.1.7,2020-10-03 04:40:44,,
tidak login mohon,2,0,3.1.7,2020-10-03 04:24:21,,
gagal tidak login reset password kali kali tidak muncul terang wrong usernam password,1,1,3.1.7,2020-10-03 02:22:08,,
mantap,3,0,3.1.7,2020-10-03 00:26:35,,
kreenn,5,0,3.1.7,2020-10-02 18:06:09,,
tidak masuk email sandi eror daftar kendala masuk kali pakai tidak terima kasih,1,17,3.1.7,2020-10-02 13:26:33,,
susah log payah,1,0,3.1.7,2020-10-02 11:47:37,,
tidak masuk daftar,4,0,3.1.7,2020-10-02 10:21:49,,
akun tidak update,4,0,3.1.7,2020-10-02 04:06:42,,
proses bentuk voucher tidak uang estimasi 30 60 kerja suruh reminder 14 confirm suruh tunggu prosedural sperti,1,0,3.1.7,2020-10-01 20:20:45,,
bagus,5,0,,2020-10-01 15:33:43,,
tidak ni password dah masoh error reset password tai kucing ntah tidak reset,1,2,3.1.7,2020-10-01 14:49:03,,
mlh loading pke ngblank sgl login jg sinyal jelek dikit tidak buka gagal trs cek tiket 2 tiket mh 1 okesih,4,0,3.1.6,2020-10-01 14:10:40,,
mantap,5,0,3.1.7,2020-10-01 11:41:09,,
akun garudamiles tidak login,2,0,3.1.7,2020-10-01 10:35:53,,
semakinn burukk sulit update tidak,1,0,3.1.7,2020-10-01 10:17:17,,
diskon,5,0,3.1.7,2020-10-01 04:26:03,,
oke,5,0,3.1.7,2020-10-01 00:35:05,,
eror 1 pas bayar tidak notif tidak kontak server 2 customer service online twitter ig fb kurang alam a b asa pingpong pas akar blank tidak dibales 3 log pke,1,10,3.1.7,2020-09-30 23:23:46,,
tahan tingkat,5,0,3.1.6,2020-09-30 14:58:21,,
eror,5,0,3.1.6,2020-09-30 10:05:47,,
,5,0,,2020-09-30 06:37:59,,
bagus,5,0,3.1.7,2020-09-30 04:45:49,,
mudah,5,0,3.1.7,2020-09-29 23:28:32,,
april sampek dana bom jugak janji 90 200 citilink taik assu tidak beli tiket maskapai bikin sakit hati,1,0,3.1.5,2020-09-29 17:31:25,,
,5,0,3.1.7,2020-09-29 11:52:12,,
bagus nge bantu banget thanks qg,5,0,3.1.7,2020-09-29 07:03:22,,
update v3 1 7 tidak login min,4,0,3.1.6,2020-09-29 06:51:57,,
install tidak d buka beneran apkny 7 7 mb,1,0,,2020-09-28 14:02:48,,
susah daftar,2,0,3.1.7,2020-09-28 12:04:35,,
bantu,5,0,3.1.6,2020-09-28 12:02:28,,
bantu,5,0,3.1.7,2020-09-28 07:47:01,,
bagus,5,0,3.1.6,2020-09-28 07:23:45,,
oke,4,0,3.1.6,2020-09-28 04:27:18,,
bagus bagus,4,0,3.1.6,2020-09-28 03:45:12,,
akurat,5,0,3.1.6,2020-09-27 16:48:54,,
top,5,0,,2020-09-27 13:00:00,,
efisien,4,0,3.1.6,2020-09-27 11:28:36,,
bagus oke,5,0,3.1.6,2020-09-27 10:18:16,,
mantap betull,5,0,3.1.6,2020-09-27 03:24:52,,
belu tiket betterfly tidak kirim email,3,0,,2020-09-27 01:25:23,,
sngat murah jangkau,5,0,3.1.6,2020-09-27 01:24:51,,
tidak login pake akun garudamiles email bener pasword 3x ubah tidak masuk muncul notifikasi invalid pasword or username login garuda mobile login mudah,1,11,3.1.6,2020-09-26 03:28:05,,
top,5,0,3.1.6,2020-09-25 15:26:52,,
update bug fiturnya aneh suka muncul tombol pas arah play store tidak baharu,1,8,3.1.6,2020-09-25 08:47:59,,
oke,5,0,3.1.6,2020-09-25 01:23:21,,
masuk email on sandi masuk erroorr payah,1,0,3.1.6,2020-09-24 22:20:42,,
murah beli langsung pd alhamdulillah jalan pp aman makasih citilink cuman saran tingkat pemberitahuan usaha kirim email sms,5,6,3.1.6,2020-09-24 12:08:03,,
verry bagus,5,0,3.1.6,2020-09-24 08:34:36,,
dbuka bgmn kabar vouchernya koq kayak tipu,1,0,3.1.6,2020-09-24 05:31:17,,
djj llo ksh konek,3,0,3.1.6,2020-09-24 01:19:00,,
,5,0,3.1.6,2020-09-23 23:12:06,,
lola gabisa digunain,1,0,3.1.6,2020-09-23 16:35:09,,
tampil bagus,5,0,3.1.6,2020-09-23 11:12:13,,
very bagus,5,0,3.1.6,2020-09-23 07:38:42,,
bagus,5,0,3.1.6,2020-09-23 05:51:02,,
mantap,5,0,,2020-09-23 03:57:23,,
maaf proses dqn fitur interface spam email gagal boss,3,0,3.1.6,2020-09-23 02:34:31,,
simple cepat,5,0,3.1.6,2020-09-23 01:12:25,,
mantap,5,0,3.1.6,2020-09-22 23:01:34,,
bantu,5,0,3.1.6,2020-09-22 06:58:22,,
bagus,5,0,3.1.6,2020-09-22 06:06:32,,
mantap,5,0,3.1.6,2020-09-22 05:33:26,,
lut,3,0,3.1.6,2020-09-21 11:53:01,,
proses customer service tidak informatif tele tele proses aju disuru nunggu 14 aju suru nunggu 14 aju cm pemberitahuan cm pemberitahuan ngapain nunggu 14 nyet skrg lg proses antri transfer suru nunggu 30 hri wtf,1,9,3.1.6,2020-09-20 04:10:31,,
ni aq dh bayar lwat ovo liat tiket lum masuk email tk daftar tak kasih bintang 2 dlu,2,0,3.1.6,2020-09-19 06:30:12,,
kacau transfer e tiket tidak muncul,1,0,3.1.6,2020-09-19 01:21:20,,
wahh download untung lihat ulas dlu nyata kecewa,1,0,3.1.6,2020-09-17 12:55:37,,
kasih voucer woy tuh uang batal terbang tuh gara2 paksa karna pandemi voucer maksa nyuruh terbang refundnya voucernya tidak full 75 voucer batas laku ambil hak rakyat gua hak gua duit doang lo potong 25 serah jangan kasih voucer,1,1,,2020-09-16 19:07:12,,
bayar tiket tidak muncul hilang tel bumi,1,0,3.1.6,2020-09-16 12:15:20,,
kacau banget bug garudamiles platinum baca blue,1,0,3.1.6,2020-09-15 15:43:35,,
tidak daftar akun sedia akun daftar,1,0,3.1.6,2020-09-15 09:39:03,,
daftar akun,2,0,3.1.6,2020-09-15 05:38:18,,
28 maret proses tidak terima suruh tunggu terus2an gimanasih mohon maaf,1,1,3.1.6,2020-09-12 12:03:37,,
pesawat bagus lombok medan pake pesawat citilink air boeing 747 400 pernebangan fling 574 doang airbus a3820 pesawat jet 620 doang bagus asia malaysia singapura aceh ma tidak rumah kosong hantu rem,5,1,,2020-09-12 11:24:49,,
payah kemarin tidak regristrasi pesan maskapai sulit niat jual tidak si,1,0,3.1.6,2020-09-12 09:27:40,,
apps lot banget,1,0,3.1.6,2020-09-12 05:42:11,,
tidak bantu selesai,1,0,3.1.6,2020-09-12 01:06:48,,
mantap,5,0,,2020-09-11 12:22:15,,
01aan25permana,5,0,,2020-09-09 01:40:55,,
selisih resmi mayan cuman trouble resmi bug2 benah lot pemrosesan data overall mantap layan awak kabin muas moga,4,0,,2020-09-07 14:53:43,,
tingkat pagi,5,0,3.0.3,2020-09-06 01:46:11,,
flightnya,5,0,3.1.5,2020-09-04 23:52:11,,
layan citilink kecewa batal terbang maskapai paksa bentuk voucher proses voucher tidak hubung contact center gabisa live chat tidak direspon,1,1,,2020-09-04 05:56:41,,
tidak login member gff,1,0,3.1.5,2020-09-04 04:54:33,,
bad apps,1,0,3.1.5,2020-09-03 13:32:58,,
tugas citilink makassar bandara sultan hasanuddin tidak sahabat tidak layan langgan cek,1,0,3.1.2,2020-09-02 21:26:57,,
ubah jadwal ubah jadwal mahal tiket asli gimana dasar maskapai pegang harga website citilink,1,3,3.1.5,2020-09-02 17:15:42,,
hasil transfer eticket tidak kirim jam 14 28 telp dm twitter fb instagram tidak balas flight besok kecewa,1,15,3.1.5,2020-09-02 15:11:04,,
tidak pesan tiket 2 kali kode voucher hasil tiket tidak kabar email nomor telepon parah kode voucher tidak sedia tanggung kasi masyarakat cerita,1,5,3.1.5,2020-09-02 07:18:07,,
oke,5,0,3.1.5,2020-09-01 23:26:05,,
dukung,5,0,3.1.5,2020-09-01 00:28:26,,
kasih bintang 1 proses tiket pp jkt diy solo jkt tanggal 22 april belum proses konfirmasi suruh tunggu 60 31 agustus tidak customer service tidak hubung mohon tanggung,1,13,3.1.5,2020-08-31 03:27:59,,
